campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Brand Awareness,Feed,Desktop,Android,Image,True,Urgency,86,45-54,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-08-24,4,72,7,3.76,-0.3220239233562382,644,-0.2940030534774343,-0.1708790126245351,3919.42,47.54,Low,1.826,0.2040194416156039,-0.07764527399978176,127.44,1.62,1497.98,1.6186318884630633,0.029503105590062112,True,False,False,False,False
Brand Awareness,Feed,Desktop,Windows,Carousel,True,Urgency,5,45-54,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-12,1,9,6,1.6,-0.5103129644387994,827,-0.33989407524041537,-0.4009843964681276,3727.16,38.75,High,4.043,-0.6804012068862311,-0.3129230959203665,77.84,2.82,2403.96,2.8167775090689235,0.020556227327690448,False,False,False,True,False
Lead Generation,Search,Mobile,Android,Carousel,True,Curiosity,7,18-24,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-01-12,7,2,5,6.69,-0.21427595145234143,928,-0.4546216296478682,0.6225554606869664,4076.92,55.2,High,2.121,1.403719673148186,-0.5137250848749595,517.36,0.66,-2131.4,0.6566865110045874,0.01293103448275862,True,False,False,False,False
Brand Awareness,Search,Mobile,Windows,Carousel,True,Curiosity,79,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-03-07,15,76,4,1.99,-0.2980686392573641,280,-0.7299677602257548,-0.5614782084074049,0.0,62.6,Low,0.753,-0.5207141453511775,-0.8540094514782213,0.0,0.0,-557.2,0.0,0.0,False,False,False,False,False
Brand Awareness,Feed,Mobile,Android,Image,True,Curiosity,58,25-34,Female,Gamers,<$50K,High,True,2025-11-29,10,2,6,1.61,0.1604857968707135,2944,2.2070576326050366,0.31487667092640537,25064.58,57.78,Medium,4.018,-0.6763066668468707,0.29027239383576336,37.03,5.29,20324.74,5.288064576019444,0.043478260869565216,False,False,False,False,False
Conversions,Sidebar,Mobile,Windows,Text,True,Curiosity,82,35-44,Male,Gamers,$50K-$100K,Medium,False,2024-12-06,5,42,4,1.39,-0.7065913340994049,61,-0.6840767384627737,-0.6604584717210262,264.91,46.36,Medium,1.22,-0.7663865477127983,0.008939069861372934,42.4,3.12,180.12,3.124307111687699,0.03278688524590164,False,True,False,False,False
App Installs,Search,Mobile,Windows,Video,True,Joy,71,18-24,All,Students,$50K-$100K,Low,False,2026-01-08,5,1,6,0.69,-0.3264059875206664,997,-0.6152402058183021,-0.5340874041844,1061.56,53.93,Low,2.854,-1.0530043504680227,-0.7218959541581614,137.59,1.54,373.63,1.5431221199831378,0.0050150451354062184,False,False,False,True,False
Brand Awareness,Feed,Mobile,iOS,Image,True,Neutral,54,55-64,Male,Health & Fitness,<$50K,Medium,False,2024-03-07,11,60,6,2.57,0.521390061125968,518,-0.6840767384627737,-0.39929564956965424,456.93,60.29,High,0.509,-0.2832308230682774,-0.7524241726623982,665.63,0.34,-874.33,0.34323122455418176,0.003861003861003861,False,False,False,False,False
Lead Generation,Stories,Desktop,iOS,Carousel,True,Urgency,20,18-24,Female,Students,$100K-$200K,Medium,False,2024-08-14,1,44,5,2.56,-0.6664414650450353,212,-0.569349184055321,-0.5645120862101212,1941.34,51.35,Low,2.598,-0.2873253631076377,0.014992078702730293,77.53,3.58,1398.62,3.577056308962264,0.0330188679245283,False,False,False,False,False
Engagement,In-Stream Video,Desktop,iOS,Image,False,Curiosity,17,25-34,All,Health & Fitness,$50K-$100K,High,True,2025-06-23,6,57,5,1.4,0.4307003853751931,2039,2.436512741419942,-0.08012248575819396,35424.56,29.98,Medium,2.157,-0.7622920076734381,0.927154193665534,20.69,12.41,32569.96,12.409640580116303,0.06768023540951447,False,False,False,False,False
Conversions,Stories,Desktop,iOS,Video,True,Trust,57,25-34,All,Business Professionals,<$50K,Medium,False,2024-07-31,14,17,6,2.48,0.21229576709303993,2016,3.0789870461016777,0.3693188538171388,16805.22,55.61,Low,2.607,-0.32008168342252047,1.312967713727701,30.12,3.36,11805.54,3.3612591205837172,0.08234126984126984,True,False,False,False,False
Brand Awareness,Feed,Desktop,iOS,Image,True,Joy,54,25-34,Female,Tech Enthusiasts,>$200K,Medium,False,2025-03-19,2,73,8,2.19,-0.11582557655818794,804,-0.6611312275812832,-0.30930597303190027,1133.51,60.58,Medium,1.561,-0.4388233445639706,-0.7558454385292523,586.92,0.64,-627.25,0.6437617846838865,0.0037313432835820895,False,False,False,False,True
Lead Generation,Stories,Mobile,macOS,Interactive,True,Joy,75,35-44,All,Tech Enthusiasts,$50K-$100K,Low,False,2025-06-09,14,44,6,2.41,0.579042783567532,2173,-0.17927549906998147,0.4190279359092975,4027.53,86.83,High,2.046,-0.3487434636980429,-0.5634650270930697,218.21,0.77,-1209.4,0.769063172507557,0.011044638748274275,False,False,False,False,False
Brand Awareness,Search,Mobile,macOS,Video,False,Urgency,48,18-24,Female,Business Professionals,$50K-$100K,High,False,2025-02-07,8,80,4,1.01,-0.6588077822542487,138,-0.7299677602257548,-0.6490206685960064,0.0,36.91,Medium,1.575,-0.9219790692084915,-0.8540094514782213,0.0,0.0,-139.38,0.0,0.0,False,False,False,False,True
Lead Generation,Feed,Mobile,Windows,Image,True,Joy,60,25-34,All,Business Professionals,<$50K,Low,True,2025-07-31,16,15,7,0.78,-0.7065913340994049,69,-0.7299677602257548,-0.6669473664413388,0.0,86.4,Low,1.38,-1.0161534901137796,-0.8540094514782213,0.0,0.0,-53.82,0.0,0.0,False,False,False,False,False
Lead Generation,Stories,Desktop,Windows,Interactive,True,Joy,27,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,True,2026-01-29,21,27,6,4.94,-0.48168347856453514,627,0.8532724905970936,-0.029254747295246488,24849.45,28.37,High,2.761,0.6871751662601251,2.0422236919625334,44.89,8.02,21752.07,8.0227321155299,0.11004784688995216,False,False,True,False,False
Brand Awareness,In-Stream Video,Mobile,macOS,Video,True,Joy,56,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2025-01-01,2,90,4,1.93,-0.6802989491128357,116,-0.7299677602257548,-0.6313160640152375,0.0,58.43,Low,1.641,-0.5452813855873396,-0.8540094514782213,0.0,0.0,-223.88,0.0,0.0,False,False,False,True,False
Conversions,Search,Tablet,Windows,Image,False,Fear,62,35-44,Male,Business Professionals,$50K-$100K,High,True,2025-07-19,23,9,7,3.04,-0.35174574986279467,584,0.5320353382562258,-0.30624695259545975,18082.63,31.53,Low,1.773,-0.09078744121834101,1.6245660819088776,32.28,10.19,16307.27,10.185331425739006,0.09417808219178082,True,False,False,False,False
Lead Generation,Display Network,Tablet,macOS,Carousel,True,Urgency,61,25-34,Female,Students,$50K-$100K,Low,True,2026-01-10,16,47,6,8.33,-0.6592396378530619,115,-0.7070222493442643,-0.4775122878660663,336.82,74.52,Low,1.318,2.0752242396032825,-0.6250478126964442,957.95,0.35,-621.13,0.3516049898220157,0.008695652173913044,False,False,True,False,False
App Installs,In-Stream Video,Desktop,macOS,Image,False,Urgency,84,55-64,Male,Business Professionals,$50K-$100K,Low,False,2024-07-21,3,64,2,3.21,-0.11719735316618285,325,-0.6611312275812832,-0.4596400657271363,356.22,69.32,Low,0.632,-0.021180260549215138,-0.6110995749315773,347.75,0.34,-687.03,0.34145219266714594,0.009230769230769232,False,True,False,False,False
Lead Generation,Stories,Tablet,Windows,Text,False,Joy,54,25-34,All,Shoppers,$50K-$100K,High,True,2025-04-28,0,48,4,3.09,0.2886198933656458,563,0.25668920767833914,-0.3137247909089229,6975.89,10.0,High,0.675,-0.07031474102153935,1.156115832447311,40.46,4.01,5236.22,4.009892680795783,0.0763765541740675,True,False,False,False,False
Engagement,Display Network,Mobile,Windows,Image,True,Joy,19,18-24,Male,Tech Enthusiasts,$50K-$100K,High,False,2024-05-12,5,10,6,2.28,-0.3638504082648239,1219,0.09607063150790522,-0.09589529798115577,8844.49,44.92,Medium,3.811,-0.40197248420972753,-0.0768557511074309,77.2,3.18,6065.17,3.182249615013744,0.029532403609515995,False,False,False,False,False
App Installs,Search,Mobile,iOS,Carousel,True,Fear,68,25-34,All,Shoppers,$100K-$200K,Medium,False,2024-12-01,15,77,5,1.49,-0.5257200480082237,1288,-0.2940030534774343,-0.27612607739390554,4412.36,62.03,Low,6.694,-0.7254411473191948,-0.4658273627390015,101.01,2.3,2493.24,2.2991579473925547,0.014751552795031056,False,False,False,False,False
Lead Generation,Feed,Desktop,Android,Text,False,Urgency,3,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,True,2024-02-16,2,11,5,4.61,-0.6086998311566568,122,-0.5464036731738304,-0.5603845038404035,2198.52,57.61,Low,0.96,0.5520553449612337,0.8716244169035169,70.3,3.91,1636.1,3.909035951779809,0.06557377049180328,True,False,False,False,False
Brand Awareness,Search,Mobile,iOS,Image,True,Fear,37,18-24,Female,Students,$50K-$100K,Medium,False,2024-01-08,2,53,6,3.75,5.580718119210617,9615,1.0597820885305087,6.876351889142204,11467.54,57.06,High,1.923,0.19992490157624362,-0.6405750962460129,462.26,0.32,-24588.71,0.31804583116658003,0.008112324492979718,True,False,False,False,False
Engagement,Feed,Desktop,Android,Image,False,Joy,22,25-34,All,Students,$50K-$100K,Medium,False,2025-08-29,23,23,5,1.22,0.6547699329829549,2315,0.8532724905970936,-0.08647100077354651,22384.31,52.17,High,2.064,-0.8359937283819242,-0.06948687077882197,40.93,7.93,19560.01,7.925613426335729,0.029805615550755938,False,False,False,False,False
Lead Generation,Stories,Mobile,Other,Image,True,Joy,67,25-34,Female,Students,>$200K,Medium,False,2024-10-05,12,25,5,1.48,-0.6336966493467864,508,-0.041602433781038124,-0.5206968565068031,6694.04,50.71,Low,4.73,-0.7295356873585552,0.7002979492633594,25.06,8.9,5942.2,8.903543307086613,0.05905511811023622,False,False,False,True,False
Brand Awareness,Feed,Mobile,macOS,Image,True,Trust,74,35-44,Male,Business Professionals,$50K-$100K,Medium,False,2025-08-04,3,78,7,1.98,0.6318942878811138,1232,-0.5922946949368115,-0.16712437932172589,1966.77,46.6,Medium,1.116,-0.5248086853905378,-0.7258435686199162,406.56,0.81,-472.59,0.8062647579693034,0.00487012987012987,False,True,False,False,False
Lead Generation,In-Stream Video,Mobile,Android,Image,True,Urgency,87,35-44,Male,Business Professionals,<$50K,High,True,2024-11-23,3,69,6,0.84,-0.02133811186490864,2026,4.203317079294715,-0.3216510061904671,39889.37,30.44,High,3.437,-0.9915862498776176,1.938796193064558,7.92,23.44,38187.53,23.43896606026419,0.10612043435340572,False,False,False,True,False
Conversions,Stories,Mobile,Other,Video,True,Fear,6,45-54,All,Health & Fitness,$100K-$200K,High,True,2025-05-31,2,4,8,1.12,-0.6846556100067456,235,-0.5922946949368115,-0.6230776610316183,2226.39,41.91,Low,3.493,-0.8769391287755277,-0.18212547008755825,43.87,8.46,1963.19,8.45892857142857,0.02553191489361702,False,False,False,True,False
Lead Generation,Search,Mobile,Android,Video,True,Urgency,49,18-24,Female,Gamers,>$200K,Medium,False,2024-06-09,11,63,5,5.82,-0.5636725341627496,697,-0.24811203171445315,0.17171032406203438,13351.1,68.31,Low,4.289,1.0474946897238357,-0.061065293260411775,193.17,3.29,9294.56,3.29125313690978,0.03012912482065997,True,False,False,False,False
App Installs,Stories,Mobile,iOS,Image,True,Curiosity,63,45-54,Male,Students,$100K-$200K,Low,False,2024-09-07,17,6,4,12.55,-0.2034922631172703,479,-0.6611312275812832,0.5813068748429906,718.31,69.99,Medium,1.074,3.8031201362133493,-0.689262341274322,2003.82,0.12,-5293.14,0.1194903059993845,0.006263048016701462,False,False,True,False,False
Conversions,Sidebar,Mobile,Android,Carousel,True,Joy,68,35-44,Female,Gamers,$50K-$100K,Low,True,2025-08-15,23,16,6,1.28,-0.5879961656841409,239,-0.6152402058183021,-0.6141268834258142,961.73,75.49,Low,1.667,-0.8114264881457621,-0.303448821212155,61.18,3.14,655.81,3.1437303870292888,0.02092050209205021,False,False,False,False,False
Conversions,Sidebar,Desktop,macOS,Carousel,True,Joy,27,18-24,Male,Health & Fitness,$50K-$100K,Low,False,2025-10-28,17,51,4,5.98,-0.5258724676313342,1538,1.243346175582433,1.248799800610654,13620.18,72.28,Medium,7.999,1.1130073303536012,0.6176612198639594,106.94,1.48,4422.94,1.4808986174113103,0.055916775032509754,True,False,False,False,False
Lead Generation,Feed,Tablet,Android,Text,True,Joy,9,35-44,Male,Business Professionals,<$50K,Medium,False,2024-09-04,0,73,7,2.46,-0.7065913340994049,48,-0.7299677602257548,-0.6534834860820464,0.0,78.44,Low,0.96,-0.3282707635012412,-0.8540094514782213,0.0,0.0,-118.08,0.0,0.0,True,False,False,False,False
Lead Generation,Feed,Tablet,Android,Image,True,Neutral,87,25-34,Female,Health & Fitness,$100K-$200K,High,True,2024-01-13,8,46,5,2.32,-0.6991608774727658,85,-0.6611312275812832,-0.6369061095799111,979.6,37.21,Medium,1.522,-0.3855943240522861,0.07473264422395255,65.73,4.97,782.4,4.967545638945234,0.03529411764705882,False,False,False,False,False
Lead Generation,Search,Mobile,Windows,Video,True,Trust,27,35-44,Female,Gamers,$50K-$100K,Low,False,2025-08-25,7,36,7,7.64,0.1851269692735851,2617,0.25668920767833914,3.5109328420415657,13508.01,86.23,Medium,3.48,1.792700976887419,-0.421614080767348,464.97,0.68,-6485.87,0.6756072358141592,0.016431027894535728,False,False,True,False,False
Brand Awareness,Stories,Desktop,Android,Image,True,Trust,38,45-54,Male,Gamers,<$50K,High,False,2024-04-29,18,77,7,5.2,-0.7065913340994049,94,-0.6840767384627737,-0.575809509630181,539.86,45.82,Low,1.88,0.7936332072834941,-0.29397454650394356,244.4,1.1,51.06,1.1044599018003274,0.02127659574468085,True,False,False,False,False
Brand Awareness,Feed,Mobile,Other,Video,True,Joy,59,18-24,All,Business Professionals,$50K-$100K,Low,False,2025-08-29,0,34,9,1.31,0.15046420665119511,2795,-0.2710575425959437,0.08893029774468572,3112.13,67.16,Medium,3.856,-0.7991428680276811,-0.6655766545037932,183.07,0.85,-549.32,0.8499720056261865,0.007155635062611807,True,False,False,False,False
App Installs,In-Stream Video,Tablet,iOS,Interactive,False,Trust,10,65+,Female,Tech Enthusiasts,<$50K,Low,False,2024-06-25,18,5,6,1.39,-0.40580390952600165,550,-0.7299677602257548,-0.5180443086489033,0.0,61.18,Medium,1.918,-0.7663865477127983,-0.8540094514782213,0.0,0.0,-764.5,0.0,0.0,False,False,False,True,False
Lead Generation,Feed,Desktop,iOS,Carousel,True,Urgency,33,18-24,All,Business Professionals,>$200K,Low,True,2025-01-19,21,48,6,4.4,-0.6543622099135246,419,-0.3628395861219059,-0.29194917488431577,6637.83,62.47,Low,4.598,0.46607000413466637,0.1510531904845449,115.22,3.6,4794.23,3.600471902798872,0.03818615751789976,True,False,False,False,False
App Installs,Search,Mobile,Windows,Video,True,Neutral,15,25-34,Male,Students,$50K-$100K,Medium,False,2025-02-26,14,22,7,2.5,-0.5537398553900458,662,-0.3628395861219059,-0.331465014220801,4095.71,61.81,Medium,3.886,-0.3118926033437998,-0.2179171745408016,103.44,2.47,2440.71,2.474749244712991,0.02416918429003021,True,False,False,False,False
Lead Generation,In-Stream Video,Mobile,Windows,Image,True,Urgency,26,65+,All,Students,$100K-$200K,Medium,False,2024-08-10,23,24,5,0.55,0.43410442362466195,849,-0.24811203171445315,-0.5803875641874569,7422.18,67.93,Medium,0.896,-1.1103279110190674,-0.20317941388358374,22.24,15.9,6955.23,15.895020880179892,0.024734982332155476,False,False,False,False,False
Conversions,Stories,Mobile,macOS,Carousel,False,Urgency,89,45-54,All,Health & Fitness,<$50K,Medium,False,2025-11-18,8,84,4,0.76,-0.3102622091062078,711,-0.4775671405293587,-0.5650065580066965,1033.57,66.31,Medium,1.964,-1.0243425701925002,-0.4468788133225786,49.12,1.91,493.21,1.9127433562809977,0.015471167369901548,False,False,False,False,True
Lead Generation,Stories,Mobile,macOS,Text,True,Trust,8,35-44,Female,Gamers,$100K-$200K,High,False,2024-07-10,10,82,5,5.22,-0.41525392615885554,301,-0.5922946949368115,-0.3490187629992248,2926.86,30.69,Low,1.077,0.8018222873622146,-0.32950307665973655,261.87,1.86,1355.64,1.862794516363081,0.019933554817275746,True,False,False,False,False
Conversions,Feed,Mobile,Windows,Image,False,Joy,65,35-44,Female,Gamers,$50K-$100K,Low,False,2024-10-12,23,22,4,1.2,0.2628990819657412,2560,0.8991635123600747,-0.0345724143279082,12696.09,73.13,Low,3.148,-0.8441828084606451,-0.12422712464848815,43.27,4.13,9624.09,4.132841796875,0.027734375,False,False,False,True,False
Lead Generation,Feed,Mobile,Android,Image,True,Urgency,80,45-54,All,Tech Enthusiasts,$50K-$100K,High,True,2025-06-25,1,62,6,2.14,-0.42146502580061024,293,-0.5464036731738304,-0.5468493860188927,2424.18,58.07,Medium,1.067,-0.45929604476077224,-0.13554361943885188,78.38,3.87,1797.16,3.8661924659500495,0.027303754266211604,False,False,False,True,False
Conversions,Feed,Mobile,Windows,Interactive,True,Trust,57,25-34,Male,Tech Enthusiasts,<$50K,Medium,True,2025-03-18,21,75,10,2.12,0.043275106698703644,2221,-0.1104389664255098,0.3083144435243974,5517.9,66.0,Medium,3.468,-0.46748512483949295,-0.5339895057786339,174.39,1.17,809.38,1.1718969017865484,0.012156686177397569,False,False,False,False,False
Conversions,Stories,Mobile,iOS,Image,True,Trust,87,25-34,Female,Shoppers,>$200K,Low,True,2025-04-24,4,59,5,1.78,0.4459550493215069,816,-0.5922946949368115,-0.37389739906928976,1515.55,77.99,Medium,0.852,-0.6066994861777448,-0.6605763428522372,242.08,1.04,63.07,1.0434222846441947,0.007352941176470588,False,False,False,True,False
Lead Generation,Feed,Desktop,Android,Image,False,Trust,80,35-44,All,Shoppers,$50K-$100K,Medium,False,2025-08-22,15,22,5,2.26,5.580718119210617,5049,3.101932556983168,1.712576631847717,26304.3,45.31,High,1.01,-0.4101615642884482,0.016571124487432146,68.33,2.31,14893.56,2.30522297414541,0.03307585660526837,False,False,False,False,False
App Installs,Feed,Mobile,Other,Image,False,Urgency,18,55-64,Female,Tech Enthusiasts,<$50K,High,True,2024-08-13,9,36,7,2.83,-0.7065913340994049,71,-0.6840767384627737,-0.6361245927149849,517.19,41.22,Medium,1.42,-0.1767727820449083,-0.11264745556067413,100.46,2.57,316.26,2.573980988403922,0.028169014084507043,False,False,False,False,False
Lead Generation,Display Network,Mobile,Android,Video,False,Trust,53,18-24,Male,Shoppers,$100K-$200K,Low,False,2024-01-18,2,83,6,3.65,-0.5498531550007268,448,-0.6611312275812832,-0.3356135487852888,906.23,64.02,High,2.584,0.15897950118264012,-0.6776826721865079,545.07,0.55,-728.97,0.5542013209393346,0.006696428571428571,True,False,False,False,False
Conversions,Feed,Mobile,iOS,Video,True,Urgency,60,35-44,Male,Health & Fitness,<$50K,Medium,True,2024-06-20,11,11,7,7.03,2.802984802738249,6070,3.262551133153602,8.262517666842554,24749.86,67.27,High,2.158,1.5429340344864377,-0.09948874068815824,245.24,0.58,-17922.24,0.580000984249662,0.028665568369028005,True,False,False,False,False
Brand Awareness,Feed,Mobile,Android,Interactive,True,Urgency,90,25-34,All,Students,>$200K,Medium,True,2024-10-03,8,30,5,2.17,-0.7049274198804482,203,-0.5464036731738304,-0.5859273244846819,5530.75,74.68,Medium,3.956,-0.4470124246426913,0.18316045477348372,55.06,12.56,5090.24,12.555333590610884,0.03940886699507389,False,False,False,False,False
Conversions,Search,Mobile,iOS,Video,True,Urgency,31,18-24,Male,Students,>$200K,High,False,2024-06-10,0,53,8,1.8,-0.6580964906797329,490,-0.4087306078848871,-0.4934254797939881,6997.24,42.74,Low,5.557,-0.5985104060990241,-0.10212048366266137,63.0,7.93,6115.24,7.933378684807256,0.02857142857142857,False,True,False,False,False
Conversions,Search,Desktop,Other,Video,True,Urgency,56,35-44,All,Health & Fitness,>$200K,Low,False,2024-01-05,21,21,9,1.64,-0.14190203374535051,1744,0.004288587981942991,-0.07895754372897415,7633.44,73.34,Low,3.526,-0.6640230467287898,-0.3710846156568869,89.38,2.67,4773.28,2.668885656746476,0.01834862385321101,False,False,False,True,False
Lead Generation,In-Stream Video,Desktop,Other,Image,True,Curiosity,76,25-34,All,Students,<$50K,Medium,False,2025-11-16,20,73,4,3.32,-0.5655015696400763,511,1.0138910667675276,-0.3227656629522386,12995.16,39.63,Low,3.172,0.023859679883748635,3.060181874500365,22.32,7.66,11298.64,7.659892014240917,0.1487279843444227,True,False,False,False,False
Brand Awareness,Feed,Desktop,macOS,Image,True,Urgency,21,45-54,Female,Health & Fitness,$100K-$200K,High,False,2025-03-01,7,4,5,1.29,-0.5458394382588158,261,-0.4775671405293587,-0.607679893095042,1716.46,12.88,Medium,1.478,-0.8073319481064019,0.255270212274871,30.61,5.1,1379.77,5.098042709911194,0.0421455938697318,False,False,False,True,False
Brand Awareness,Feed,Mobile,iOS,Carousel,True,Neutral,27,65+,Female,Business Professionals,$50K-$100K,Low,True,2024-07-19,14,21,7,2.17,-0.32071565492453935,664,-0.6381857166997926,-0.37632785366262606,847.91,86.94,Low,1.877,-0.4470124246426913,-0.6955785244131295,360.22,0.59,-592.97,0.5884667703070345,0.006024096385542169,False,False,False,False,False
Brand Awareness,In-Stream Video,Mobile,Windows,Carousel,True,Joy,87,18-24,Male,Business Professionals,<$50K,Medium,False,2024-08-20,18,57,1,4.31,-0.2807690120343171,136,-0.7070222493442643,-0.5554104528019722,201.23,62.04,Medium,0.353,0.4292191437804229,-0.6605763428522372,586.16,0.34,-384.93,0.3433021700559574,0.007352941176470588,True,False,False,False,False
App Installs,Display Network,Mobile,macOS,Carousel,False,Trust,15,18-24,Female,Tech Enthusiasts,$50K-$100K,Low,True,2025-11-11,3,32,6,4.85,-0.550462833493169,1030,-0.33989407524041537,0.3684430520757469,3493.19,88.12,Low,5.957,0.6503243059058817,-0.4197718606851958,293.85,0.7,-1502.31,0.6992673406065459,0.01650485436893204,False,False,True,False,False
Lead Generation,Feed,Mobile,iOS,Video,False,Urgency,18,25-34,Male,Tech Enthusiasts,$100K-$200K,Medium,True,2024-01-24,8,1,6,2.64,-0.5275363818502911,377,-0.6611312275812832,-0.4696908335583728,1089.47,48.91,Low,1.974,-0.2545690427927549,-0.6445227107077677,331.76,1.09,94.19,1.0946366851539266,0.007957559681697613,False,False,False,False,True
Engagement,Feed,Mobile,Android,Video,True,Urgency,28,18-24,Male,Tech Enthusiasts,$50K-$100K,Low,False,2026-01-17,7,21,5,4.99,3.133125706395692,4008,0.6008718709006975,3.5121983546056814,19700.44,69.65,Medium,1.304,0.7076478664569268,-0.47319624306761043,344.83,0.99,-299.48,0.9850259401037604,0.014471057884231538,True,False,False,False,False
Lead Generation,Stories,Tablet,Windows,Image,False,Joy,62,25-34,All,Tech Enthusiasts,$100K-$200K,High,False,2024-09-25,20,50,6,1.9,-0.5426132229029759,153,-0.6611312275812832,-0.6173158074698297,584.8,18.8,Low,0.854,-0.5575650057054207,-0.3379246541781467,96.9,2.01,294.1,2.0116959064327484,0.0196078431372549,False,False,False,False,True
Conversions,Sidebar,Mobile,macOS,Video,True,Joy,64,25-34,All,Students,$50K-$100K,High,False,2024-04-26,3,44,5,1.17,-0.5946645241952273,219,-0.5464036731738304,-0.6245380290070971,1534.98,39.36,Medium,1.586,-0.856466428578726,0.10736625710779206,32.03,5.99,1278.75,5.990633415290949,0.0365296803652968,False,False,False,False,False
Conversions,Feed,Mobile,Windows,Text,True,Urgency,29,18-24,Female,Business Professionals,$50K-$100K,High,True,2024-01-07,13,90,5,6.92,-0.6471603827215512,134,-0.569349184055321,-0.48393832600206843,1803.98,46.3,Medium,1.384,1.4978940940534737,0.5208130784022423,132.47,1.95,876.7,1.9454533689931846,0.05223880597014925,False,False,True,False,False
Brand Awareness,Feed,Desktop,Android,Image,True,Fear,25,25-34,Male,Students,$100K-$200K,Low,True,2024-10-22,18,34,7,2.09,-0.4524189109273103,2000,1.3810192408713764,0.19757790372525003,18327.98,49.6,Medium,7.996,-0.4797687449575741,0.35659231679324355,45.43,4.38,14147.98,4.3846842105263155,0.046,False,False,False,False,True
Lead Generation,Sidebar,Desktop,iOS,Image,False,Joy,60,25-34,All,Students,>$200K,Low,False,2025-01-26,7,13,4,1.66,-0.39787808912425326,308,-0.5464036731738304,-0.5710994562458535,3402.77,52.2,High,1.051,-0.655833966650069,-0.17054580099974423,63.91,6.66,2891.49,6.655394304490691,0.025974025974025976,False,False,False,False,False
Brand Awareness,Feed,Tablet,macOS,Image,True,Trust,71,35-44,Female,Health & Fitness,<$50K,High,False,2025-05-19,1,32,3,5.78,-0.6443787245997837,62,-0.7070222493442643,-0.6031395524883525,192.49,21.55,Low,0.626,1.0311165295663942,-0.4295093096908576,358.36,0.54,-165.87,0.5371414220337091,0.016129032258064516,False,False,True,False,False
Lead Generation,Stories,Mobile,macOS,Image,True,Joy,27,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-10-06,6,84,8,4.31,-0.7065913340994049,252,-0.5464036731738304,-0.45065785982917705,1027.62,65.46,Low,5.04,0.4292191437804229,-0.018431057073460207,135.76,0.95,-58.5,0.9461385482267153,0.031746031746031744,True,False,False,False,False
App Installs,Display Network,Mobile,iOS,Story,False,Joy,60,25-34,Male,Business Professionals,$50K-$100K,Medium,False,2024-01-30,0,47,6,4.78,-0.5103256660740586,221,-0.6840767384627737,-0.4568890425538168,583.83,64.25,Medium,1.081,0.6216625256303595,-0.6158367122856829,528.19,0.55,-472.55,0.5526704405611617,0.00904977375565611,True,False,False,False,False
Lead Generation,Display Network,Mobile,Windows,Image,True,Curiosity,57,35-44,All,Business Professionals,$100K-$200K,Medium,False,2025-05-07,9,62,5,5.3,-0.4109480718059826,300,-0.569349184055321,-0.3450839408213924,2048.27,59.38,Low,1.061,0.8345786076770975,-0.24002381552662824,227.14,1.29,458.27,1.2882201257861634,0.023333333333333334,True,False,False,False,False
Conversions,Search,Tablet,Windows,Video,True,Trust,87,18-24,Female,Health & Fitness,$50K-$100K,Medium,False,2025-01-21,8,56,4,10.66,-0.6938134890286375,80,-0.6611312275812832,-0.4995435206668691,661.05,19.39,Low,1.332,3.0292520687742437,0.13289416396047293,284.27,0.78,-191.75,0.7751524390243902,0.0375,False,False,True,False,False
Brand Awareness,Stories,Mobile,iOS,Carousel,True,Curiosity,29,18-24,Female,Gamers,$50K-$100K,Medium,False,2025-03-07,4,59,6,5.51,-0.5008375445354271,522,-0.6381857166997926,-0.07559262124888957,1124.48,54.61,High,2.462,0.9205639485036647,-0.6524179396312773,719.06,0.39,-1751.74,0.39095757626329003,0.007662835249042145,False,False,True,False,False
Brand Awareness,Display Network,Desktop,macOS,Text,True,Curiosity,68,25-34,Male,Business Professionals,>$200K,High,True,2024-04-02,1,89,3,6.75,-0.15429882975834158,363,-0.018656922899547568,-0.1648426853112576,20975.7,30.08,Medium,0.749,1.4282869133843479,1.393499048747498,79.04,8.56,18525.45,8.560636669727579,0.08539944903581267,True,False,False,False,False
Conversions,In-Stream Video,Desktop,Other,Carousel,False,Joy,47,25-34,Male,Gamers,<$50K,Medium,True,2025-11-15,11,74,7,3.1,-0.6005072764144649,1068,2.941313980812734,0.015461426783187668,38940.99,38.71,Low,7.999,-0.06622020098217891,3.0886046986249993,20.69,11.76,35630.19,11.761806814063066,0.149812734082397,True,False,False,False,False
